N,P,K,temperature,humidity,ph,rainfall,label
11.9,49.57,17.38,34.42,86.31,6.72,42.84,Mungbean
24.21,51.33,19.94,30.57,85.15,6.65,45.35,Mungbean
9.36,53.59,20.75,29.45,89.75,6.88,41.02,Mungbean
31.43,49.99,20.99,30.15,86.13,6.76,50.97,Mungbean
10.71,44.79,24.31,29.47,83.49,6.7,39.91,Mungbean
8.44,46.06,20.34,30.89,84.64,6.86,53.89,Mungbean
23.57,43.91,19.3,32.16,88.53,6.65,48.12,Mungbean
27.54,41.3,20.05,28.07,80.58,6.97,45.1,Mungbean
26.52,47.39,17.56,30.91,81.92,7.3,39.03,Mungbean
23.53,40.99,21.43,30.34,83.7,7.13,47.68,Mungbean
28.87,41.37,16.49,31.21,84.2,7.05,47.0,Mungbean
26.54,37.35,24.72,30.67,86.74,6.58,49.43,Mungbean
15.23,50.33,19.11,31.06,86.74,6.45,43.22,Mungbean
28.43,60.61,19.65,32.18,84.73,7.48,36.58,Mungbean
25.71,37.34,13.73,31.59,85.35,6.76,46.84,Mungbean
48.24,45.89,21.28,29.7,85.74,6.77,44.93,Mungbean
38.64,54.86,20.34,26.39,84.1,7.73,46.06,Mungbean
33.27,56.51,20.55,29.32,78.91,7.07,42.41,Mungbean
26.32,39.69,19.34,31.07,85.67,6.49,54.98,Mungbean
20.52,37.03,19.73,31.07,85.4,7.29,46.02,Mungbean
24.1,40.61,22.05,31.37,83.95,6.23,56.53,Mungbean
15.79,43.8,20.9,28.61,81.27,6.16,52.01,Mungbean
20.91,65.8,17.51,29.16,83.59,6.93,44.56,Mungbean
29.59,41.38,16.55,27.4,79.44,6.68,45.62,Mungbean
20.26,55.27,23.07,30.33,80.52,6.67,43.75,Mungbean
20.07,43.14,18.37,30.23,83.41,6.92,49.75,Mungbean
18.17,55.44,17.55,27.76,85.95,6.58,49.51,Mungbean
15.96,76.2,21.68,26.25,61.3,7.69,64.73,Blackgram
31.66,53.34,19.12,29.43,66.79,6.7,61.8,Blackgram
44.51,73.79,16.07,32.7,65.09,7.5,67.24,Blackgram
14.78,66.55,22.65,27.77,64.03,7.09,56.63,Blackgram
56.71,61.87,21.26,29.78,68.14,7.28,66.62,Blackgram
31.06,72.49,15.32,31.61,62.25,7.56,68.1,Blackgram
46.44,68.01,15.62,27.85,66.68,7.2,71.93,Blackgram
44.03,61.46,18.01,30.26,59.21,7.69,69.16,Blackgram
52.27,57.62,23.11,35.58,61.7,7.4,67.5,Blackgram
24.56,70.58,22.08,28.5,67.91,6.61,61.89,Blackgram
41.37,67.66,18.21,32.02,66.33,7.43,67.04,Blackgram
46.03,64.71,25.13,27.97,70.26,7.16,62.34,Blackgram
53.68,68.29,22.13,33.06,65.84,6.96,71.16,Blackgram
40.01,71.79,14.62,31.12,63.4,7.69,69.84,Blackgram
42.4,70.54,17.5,34.06,69.98,7.28,73.46,Blackgram
34.31,62.52,20.1,31.09,64.02,7.32,68.65,Blackgram
30.02,70.74,22.16,30.43,67.88,6.75,69.25,Blackgram
28.3,60.54,18.42,27.64,63.63,7.08,70.64,Blackgram
36.79,57.59,22.85,27.91,64.85,7.3,68.25,Blackgram
50.94,70.49,17.85,35.45,65.49,7.1,71.11,Blackgram
42.49,70.0,26.23,29.31,64.21,7.19,71.52,Blackgram
24.93,55.22,18.53,25.92,63.94,7.31,64.16,Blackgram
25.73,67.93,22.16,25.76,67.05,7.42,71.08,Blackgram
52.18,81.26,19.11,30.27,63.96,7.15,73.25,Blackgram
26.55,62.12,23.44,32.55,64.09,7.43,68.78,Blackgram
55.0,67.97,22.56,36.61,66.5,7.17,70.21,Blackgram
36.35,82.42,20.45,29.32,62.91,7.51,70.75,Blackgram
35.03,71.1,16.23,30.46,66.13,7.7,64.61,Blackgram
27.22,61.9,16.66,33.34,68.87,7.25,72.08,Blackgram
41.34,66.91,19.17,29.22,61.13,7.24,67.35,Blackgram
47.45,68.08,19.59,27.82,65.18,7.39,63.21,Blackgram
40.87,68.96,18.2,28.53,65.58,6.78,68.81,Blackgram
31.05,74.14,25.84,27.85,66.34,6.91,71.4,Blackgram
27.35,70.5,17.82,29.48,62.42,7.42,64.36,Blackgram
45.52,65.35,19.71,30.37,63.1,7.22,73.24,Blackgram
32.22,74.82,23.75,27.96,61.36,7.25,65.45,Blackgram
58.69,67.72,17.99,27.13,67.72,6.96,67.66,Blackgram
49.56,64.47,19.89,29.96,66.71,7.34,66.67,Blackgram
40.64,65.18,16.31,30.64,69.73,6.86,64.6,Blackgram
31.29,72.03,21.12,29.6,62.7,7.18,61.63,Blackgram
41.43,72.95,16.87,26.17,68.95,6.95,71.76,Blackgram
38.46,66.49,21.1,27.79,65.33,7.03,62.55,Blackgram
43.37,65.85,19.61,26.97,68.98,7.43,71.12,Blackgram
36.95,56.69,24.88,29.85,63.13,7.29,71.88,Blackgram
39.77,75.49,22.71,27.31,63.32,7.46,57.33,Blackgram
38.51,58.56,18.81,29.25,64.1,6.97,63.39,Blackgram
62.92,79.17,17.09,33.96,64.0,7.19,67.26,Blackgram
33.4,73.65,20.31,28.81,61.74,6.86,61.34,Blackgram
40.12,60.02,19.34,33.43,68.0,7.14,67.17,Blackgram
58.8,70.75,19.18,26.43,65.98,7.42,65.13,Blackgram
42.91,65.23,19.54,23.78,64.45,7.47,65.13,Blackgram
40.53,62.78,20.9,29.46,62.65,7.58,70.98,Blackgram
33.95,70.61,21.34,31.61,60.76,7.48,65.36,Blackgram
36.42,83.99,20.75,29.03,59.49,7.6,62.46,Blackgram
29.97,65.43,23.54,31.93,64.61,7.25,65.25,Blackgram
41.4,67.96,22.42,32.42,66.23,7.03,70.28,Blackgram
39.08,60.74,18.99,30.21,67.28,7.09,62.97,Blackgram
40.57,68.21,20.46,32.3,67.55,6.96,65.19,Blackgram
29.6,71.87,23.62,29.21,64.4,7.63,69.4,Blackgram
44.36,60.06,21.7,27.68,62.16,7.04,65.3,Blackgram
37.78,58.49,22.4,32.82,60.13,7.47,64.46,Blackgram
48.57,67.07,20.07,29.54,68.03,6.75,69.78,Blackgram
51.01,71.98,25.81,28.68,67.39,7.12,72.13,Blackgram
39.92,65.08,23.27,28.77,61.47,6.98,69.82,Blackgram
53.92,68.19,23.3,26.6,63.89,7.06,67.07,Blackgram
40.84,71.82,18.89,30.35,64.89,6.85,67.07,Blackgram
38.56,66.47,20.08,30.19,63.92,7.56,63.11,Blackgram
32.79,84.87,17.41,26.62,66.84,6.47,66.62,Blackgram
61.46,57.84,15.05,26.25,67.25,7.52,65.58,Blackgram
46.83,76.19,24.47,29.38,59.25,6.88,65.9,Blackgram
37.41,66.33,22.8,33.19,64.57,7.51,68.84,Blackgram
40.65,73.17,20.18,35.14,61.4,6.98,67.03,Blackgram
44.39,75.42,19.94,26.44,67.11,7.4,60.22,Blackgram
39.96,57.56,18.34,27.74,67.02,7.19,62.68,Blackgram
48.8,58.54,20.83,27.96,64.09,7.31,69.46,Blackgram
53.37,66.99,20.77,28.91,65.45,7.29,67.13,Blackgram
21.96,69.57,20.91,28.3,61.79,7.63,69.34,Blackgram
37.71,60.39,17.95,33.26,65.34,6.97,69.41,Blackgram
31.86,76.88,23.38,28.83,63.43,6.3,61.94,Blackgram
26.61,68.34,19.18,26.64,64.3,7.31,69.48,Blackgram
21.0,66.7,16.54,32.25,66.96,6.86,64.63,Blackgram
35.39,53.42,20.84,29.32,67.43,6.79,65.18,Blackgram
24.93,61.22,17.05,32.49,63.25,7.19,66.07,Blackgram
27.31,66.45,21.5,26.98,67.02,6.87,65.69,Blackgram
45.31,63.35,20.09,29.21,65.32,6.38,60.64,Blackgram
46.16,73.98,17.72,29.39,65.74,7.38,59.9,Blackgram
31.14,65.42,21.76,36.25,64.43,6.69,69.01,Blackgram
53.21,68.18,17.73,32.39,66.66,6.82,68.93,Blackgram
49.97,74.89,19.83,29.1,68.07,6.76,69.14,Blackgram
26.3,74.16,19.35,33.17,66.23,6.75,72.84,Blackgram
55.51,73.01,18.1,29.23,65.36,6.92,73.85,Blackgram
41.44,50.6,20.85,29.13,64.81,7.03,70.53,Blackgram
51.2,69.27,19.15,29.9,65.05,6.89,69.67,Blackgram
44.6,77.13,23.14,28.29,67.05,6.84,70.11,Blackgram
34.83,61.1,20.7,23.31,60.62,7.09,67.81,Blackgram
36.31,57.63,17.96,30.98,66.45,7.14,71.84,Blackgram
43.97,62.83,19.3,26.49,64.73,7.51,70.07,Blackgram
54.02,65.61,23.37,29.52,68.68,7.14,70.15,Blackgram
54.75,66.29,20.55,33.22,64.67,6.72,75.54,Blackgram
35.3,68.49,22.89,28.48,62.48,7.23,60.78,Blackgram
37.12,69.03,19.33,26.14,68.99,7.18,72.87,Blackgram
37.4,62.0,20.67,29.46,62.06,7.63,65.17,Blackgram
21.6,75.8,18.74,28.48,60.59,7.72,62.66,Blackgram
40.58,73.2,21.05,29.85,60.75,6.89,68.2,Blackgram
32.13,68.77,21.7,32.41,61.93,7.86,70.38,Blackgram
39.98,74.31,25.91,26.4,64.44,6.38,68.22,Blackgram
43.65,67.26,18.36,24.88,65.93,7.62,65.28,Blackgram
44.4,57.7,21.14,29.02,63.09,6.9,66.02,Blackgram
43.82,59.3,19.01,29.9,62.25,7.73,64.3,Blackgram
33.31,61.39,24.5,31.38,62.66,7.51,68.25,Blackgram
42.57,65.35,18.13,30.84,63.64,7.74,62.74,Blackgram
55.36,66.8,20.75,32.08,63.42,7.43,57.35,Blackgram
32.8,61.72,16.87,29.46,65.96,7.38,68.4,Blackgram
33.34,69.81,20.31,32.34,66.94,7.16,64.14,Blackgram
33.47,64.06,19.21,30.67,66.79,7.13,67.56,Blackgram
41.43,64.28,17.69,25.61,63.26,7.3,64.86,Blackgram
37.62,70.42,21.3,27.3,67.49,7.52,63.26,Blackgram
31.76,74.94,19.63,24.45,61.5,7.07,63.14,Blackgram
35.87,67.7,23.66,29.27,67.68,7.61,72.88,Blackgram
42.85,55.23,21.15,32.62,64.8,7.72,70.72,Blackgram
29.26,74.29,20.83,17.14,63.75,6.7,40.96,Lentil
23.32,60.97,24.46,24.44,62.79,6.31,41.6,Lentil
29.61,70.69,22.03,22.08,72.34,5.86,36.45,Lentil
22.05,57.7,16.27,19.75,62.69,5.89,47.59,Lentil
21.2,66.38,22.24,20.16,64.34,6.39,35.29,Lentil
7.11,69.66,21.23,25.11,65.4,6.56,44.02,Lentil
27.23,77.92,14.69,22.22,70.34,6.36,53.25,Lentil
20.28,67.3,20.08,17.62,62.08,5.84,49.11,Lentil
31.54,69.53,22.06,21.21,68.0,6.25,45.29,Lentil
23.01,71.78,18.95,23.21,62.17,5.84,48.44,Lentil
24.34,64.66,22.23,20.44,64.5,6.77,52.7,Lentil
36.79,65.74,23.08,19.84,62.73,5.37,53.36,Lentil
18.52,66.71,17.72,22.72,64.06,5.76,47.21,Lentil
14.25,62.27,14.73,19.01,65.45,5.51,37.59,Lentil
24.98,64.1,24.98,24.71,62.83,6.46,48.75,Lentil
20.52,58.15,19.97,21.2,63.91,6.42,41.25,Lentil
16.36,68.18,20.96,19.44,67.32,5.59,42.11,Lentil
23.06,63.52,18.59,24.77,62.87,7.17,47.19,Lentil
25.69,70.48,26.32,19.76,62.2,5.97,45.16,Lentil
12.06,67.64,24.23,21.76,64.27,6.02,49.49,Lentil
18.81,79.04,24.83,21.95,64.97,6.64,50.47,Lentil
18.96,64.21,16.69,22.22,66.67,5.74,42.72,Lentil
14.9,61.88,21.38,20.22,64.25,5.64,45.93,Lentil
24.67,62.94,19.53,21.82,62.96,5.7,54.03,Lentil
20.25,66.9,22.53,27.68,61.89,6.42,41.46,Lentil
20.96,63.0,17.19,21.43,61.31,6.61,45.28,Lentil
28.17,64.59,19.08,22.0,62.09,6.12,40.7,Lentil
18.32,54.31,23.35,20.3,67.91,6.65,38.57,Lentil
16.84,83.5,24.38,21.44,65.64,6.01,47.16,Lentil
19.62,54.8,16.7,21.54,62.17,6.22,39.63,Lentil
19.13,72.83,20.62,21.48,67.2,6.43,52.23,Lentil
21.55,64.81,16.75,20.75,67.41,6.74,49.8,Lentil
11.54,74.27,15.4,23.07,64.08,6.51,38.34,Lentil
33.78,58.34,18.33,19.75,60.61,6.29,54.03,Lentil
45.0,68.11,22.79,21.91,66.25,6.12,45.98,Lentil
29.03,63.88,19.81,21.4,67.07,5.85,44.74,Lentil
39.34,74.78,23.37,21.54,65.8,6.63,52.8,Lentil
10.36,59.28,23.27,21.02,63.32,5.78,42.22,Lentil
14.48,80.57,19.94,21.4,66.47,6.61,49.73,Lentil
33.05,63.56,19.26,22.85,63.68,6.25,46.99,Lentil
30.89,56.39,21.79,21.09,66.77,6.54,53.04,Lentil
35.15,75.92,23.61,22.01,65.08,6.58,48.66,Lentil
22.68,70.03,19.91,20.01,68.23,6.27,55.24,Lentil
12.81,64.02,20.08,23.49,66.0,6.37,39.36,Lentil
16.32,69.52,16.59,20.57,66.25,5.88,53.03,Lentil
34.18,57.68,17.67,17.5,63.04,6.54,42.93,Lentil
28.46,57.99,21.99,20.53,65.03,6.22,38.64,Lentil
16.35,73.55,21.0,23.34,65.81,6.3,36.37,Lentil
22.97,67.33,24.88,22.7,68.84,6.47,41.44,Lentil
25.88,68.98,17.65,20.83,64.49,6.85,34.6,Lentil
34.04,61.65,16.57,23.56,66.83,6.72,49.0,Lentil
40.45,70.99,19.61,22.1,68.11,5.96,41.74,Lentil
22.68,54.35,20.35,18.2,65.13,6.57,42.62,Lentil
37.58,58.37,22.98,22.68,60.71,7.27,44.68,Lentil
18.42,58.71,19.45,21.28,65.26,6.14,48.17,Lentil
22.09,55.41,19.63,17.36,65.88,5.88,45.82,Lentil
34.86,61.57,22.65,20.74,69.38,6.11,40.8,Lentil
30.15,64.78,17.9,20.66,64.89,6.75,35.33,Lentil
25.17,71.41,20.48,23.79,64.81,6.18,47.96,Lentil
25.74,65.06,21.29,20.36,63.47,6.05,51.77,Lentil
0.84,69.97,20.09,18.56,65.77,6.43,47.95,Lentil
5.11,76.04,18.16,22.7,66.85,5.92,48.3,Lentil
22.11,54.55,22.92,20.14,62.86,6.1,46.36,Lentil
24.57,70.93,16.65,20.2,64.71,6.96,44.43,Lentil
33.14,67.74,18.79,21.07,64.58,6.48,51.87,Lentil
27.7,74.92,17.59,20.77,63.19,6.37,43.21,Lentil
30.47,61.68,20.11,22.7,59.84,7.05,43.58,Lentil
9.81,68.49,20.08,21.36,67.48,6.53,46.49,Lentil
28.38,66.85,24.44,18.91,65.35,6.27,49.07,Lentil
18.67,56.6,20.39,21.99,68.72,5.77,50.77,Lentil
42.76,65.14,16.77,20.79,65.04,6.46,42.04,Lentil
36.66,60.53,15.65,23.44,59.31,6.17,60.59,Lentil
24.91,60.5,19.86,21.41,65.4,6.5,39.8,Lentil
37.66,69.03,21.82,20.4,68.22,6.15,46.39,Lentil
18.0,61.27,21.72,20.72,62.87,6.01,48.49,Lentil
20.28,66.76,20.04,18.14,61.32,6.38,41.31,Lentil
32.93,73.54,21.8,24.68,64.79,6.49,42.08,Lentil
43.39,79.9,20.03,22.18,68.4,6.19,41.72,Lentil
31.55,67.99,20.46,20.04,60.71,6.34,49.52,Lentil
23.31,76.48,18.24,19.65,64.83,6.22,48.85,Lentil
19.19,76.05,24.92,21.43,68.12,5.85,50.38,Lentil
32.85,72.9,19.96,16.33,63.4,6.02,40.11,Lentil
25.92,64.88,17.94,19.65,63.21,6.67,41.69,Lentil
21.14,64.65,20.85,22.3,57.39,6.63,52.18,Lentil
17.12,61.42,18.87,20.18,65.56,5.52,39.41,Lentil
36.54,61.7,23.11,22.12,60.48,6.49,44.41,Lentil
21.58,69.03,21.19,22.74,67.95,6.4,38.12,Lentil
21.45,85.89,21.81,25.65,68.49,6.34,46.51,Lentil
24.73,56.64,20.05,23.62,63.5,6.4,49.26,Lentil
18.18,64.68,17.46,20.06,61.78,5.91,52.1,Lentil
18.13,68.29,18.74,23.56,68.28,6.57,46.53,Lentil
23.27,60.05,24.86,20.17,66.66,6.65,42.22,Lentil
32.79,72.28,24.32,20.68,61.79,6.06,46.04,Lentil
25.44,65.04,15.23,22.32,69.93,6.42,48.05,Lentil
29.29,69.98,22.33,22.19,64.22,5.95,43.76,Lentil
27.36,65.52,20.79,22.27,67.08,6.73,45.39,Lentil
15.19,65.34,20.11,18.29,68.47,6.3,46.91,Lentil
35.24,63.56,21.44,21.31,64.54,5.96,53.33,Lentil
22.18,71.87,15.31,23.56,67.63,6.29,43.87,Lentil
28.0,81.8,15.59,22.87,62.72,6.24,43.76,Lentil
21.79,67.43,17.16,23.3,60.51,6.45,43.37,Lentil
16.22,68.76,16.11,21.57,61.44,6.42,40.38,Lentil
21.62,69.34,18.07,21.4,61.22,6.49,53.82,Lentil
45.94,68.07,21.97,18.38,68.76,6.54,42.58,Lentil
34.28,65.91,18.85,22.33,62.34,6.63,39.72,Lentil
17.12,61.81,21.9,20.42,61.63,6.02,44.84,Lentil
16.14,60.3,25.28,19.99,64.19,6.11,42.89,Lentil
29.66,73.43,19.24,19.34,68.19,6.21,53.65,Lentil
8.16,68.72,24.8,20.88,64.44,6.36,42.21,Lentil
22.66,65.39,18.43,23.65,66.15,6.34,49.04,Lentil
23.02,62.66,18.49,21.5,62.35,6.06,42.42,Lentil
40.93,50.16,19.55,24.52,65.3,6.53,45.5,Lentil
19.99,53.49,20.51,20.14,63.0,6.06,53.72,Lentil
43.04,68.86,18.84,19.44,66.17,6.92,43.76,Lentil
7.16,71.69,22.46,18.72,65.44,6.42,44.63,Lentil
19.07,73.85,18.99,18.9,59.88,6.72,48.08,Lentil
25.66,64.75,18.68,19.62,63.92,5.45,41.32,Lentil
22.67,71.31,19.9,22.89,68.37,6.65,47.35,Lentil
25.09,61.37,21.85,24.44,65.86,6.97,37.37,Lentil
16.34,72.85,20.66,23.8,64.96,5.92,43.93,Lentil
18.5,14.36,49.86,23.03,90.91,5.64,106.16,Pomegranate
20.81,25.88,42.08,19.6,90.07,6.18,113.06,Pomegranate
24.49,13.0,34.24,21.45,88.6,5.79,111.96,Pomegranate
35.0,19.86,51.82,22.66,87.94,5.98,110.57,Pomegranate
32.97,20.85,40.77,22.56,88.11,6.45,112.93,Pomegranate
25.04,12.14,39.74,23.24,90.64,6.44,105.59,Pomegranate
33.64,15.75,46.53,20.22,87.76,6.18,106.09,Pomegranate
29.63,21.18,26.56,20.09,89.02,7.25,103.45,Pomegranate
31.22,27.48,38.44,22.19,87.99,6.25,104.49,Pomegranate
24.51,33.61,49.22,23.43,91.23,5.7,108.98,Pomegranate
38.05,15.73,49.83,22.73,94.63,6.29,103.38,Pomegranate
27.29,27.18,35.86,17.88,90.22,6.28,107.53,Pomegranate
37.09,17.24,35.63,25.08,87.51,5.97,111.64,Pomegranate
27.12,19.68,47.41,23.4,89.17,7.26,99.49,Pomegranate
35.7,15.8,51.86,21.75,88.32,6.83,110.85,Pomegranate
34.81,14.85,42.58,21.49,89.9,6.87,99.94,Pomegranate
32.51,18.55,40.81,20.2,89.46,4.7,104.87,Pomegranate
23.43,22.66,40.97,21.12,93.86,7.0,110.88,Pomegranate
26.25,22.72,43.83,21.16,91.02,6.2,113.1,Pomegranate
28.8,23.09,52.28,23.31,86.48,6.72,110.69,Pomegranate
36.69,14.43,41.71,23.24,88.1,6.35,113.41,Pomegranate
29.64,16.37,40.61,22.08,86.67,6.38,108.75,Pomegranate
39.74,23.34,41.43,23.56,89.25,5.88,106.85,Pomegranate
40.79,20.83,45.06,24.37,86.42,5.86,101.44,Pomegranate
32.79,20.83,52.71,21.93,88.99,6.5,107.94,Pomegranate
17.46,33.55,47.6,21.87,91.54,6.85,106.97,Pomegranate
25.27,23.0,46.93,20.08,93.55,6.65,110.24,Pomegranate
40.44,20.11,46.58,22.92,88.19,6.53,107.97,Pomegranate
22.83,31.59,37.96,19.23,93.29,6.86,103.65,Pomegranate
34.55,27.34,44.85,26.05,85.69,6.85,111.87,Pomegranate
36.69,18.98,43.55,22.28,92.04,6.8,111.4,Pomegranate
22.36,18.86,40.3,20.82,92.54,6.55,117.28,Pomegranate
31.45,20.3,45.53,20.38,89.86,7.06,107.93,Pomegranate
24.05,15.37,42.75,21.63,92.98,5.83,106.3,Pomegranate
31.08,10.83,40.83,20.31,88.01,6.6,106.9,Pomegranate
25.84,22.14,53.62,24.37,85.19,6.79,106.83,Pomegranate
31.16,18.01,45.59,21.76,88.55,6.05,105.82,Pomegranate
31.76,22.99,49.27,20.64,90.71,6.98,111.87,Pomegranate
29.56,18.9,45.96,19.49,89.52,6.87,109.91,Pomegranate
27.97,21.09,40.88,22.73,89.81,6.36,106.14,Pomegranate
29.53,17.76,48.29,20.81,93.98,7.23,104.16,Pomegranate
30.52,16.75,43.37,25.0,89.23,6.68,109.53,Pomegranate
22.5,15.72,38.97,19.95,82.87,6.77,115.2,Pomegranate
31.11,12.92,41.79,20.7,87.46,6.93,110.54,Pomegranate
21.33,23.63,52.63,24.83,97.16,6.05,118.09,Pomegranate
27.34,17.04,46.64,20.48,91.0,5.84,106.6,Pomegranate
39.64,19.71,45.71,22.33,92.93,5.67,109.69,Pomegranate
27.99,20.83,50.3,19.41,87.47,5.53,105.44,Pomegranate
39.98,19.4,38.3,20.65,86.28,5.94,108.96,Pomegranate
21.2,25.56,44.64,21.65,89.3,6.89,110.44,Pomegranate
32.51,22.82,43.94,22.45,89.16,6.5,106.47,Pomegranate
26.57,16.55,47.34,23.79,92.93,5.87,112.33,Pomegranate
27.61,23.0,40.47,21.75,90.78,5.76,109.78,Pomegranate
40.09,19.13,51.8,21.17,92.12,5.39,116.57,Pomegranate
41.22,18.58,35.14,22.0,86.39,6.72,109.04,Pomegranate
22.94,25.6,49.03,23.21,90.02,5.79,111.17,Pomegranate
27.97,13.05,51.76,25.17,89.9,7.58,107.84,Pomegranate
27.15,16.85,53.19,20.13,91.84,6.22,105.77,Pomegranate
37.73,18.1,42.98,23.48,93.99,6.82,105.04,Pomegranate
26.17,20.4,46.6,19.77,91.81,6.54,101.07,Pomegranate
23.03,17.48,44.64,24.81,90.6,6.08,108.33,Pomegranate
27.36,21.62,47.9,23.62,89.94,7.32,110.91,Pomegranate
24.69,31.05,46.63,20.04,94.13,7.54,107.38,Pomegranate
26.22,19.14,48.57,23.74,91.43,6.55,113.12,Pomegranate
27.65,25.15,43.56,22.25,89.72,6.47,106.08,Pomegranate
40.09,16.34,41.3,25.21,92.44,5.31,105.38,Pomegranate
16.41,15.25,29.31,21.26,87.15,6.53,101.41,Pomegranate
30.62,17.93,52.51,23.97,91.96,6.34,114.95,Pomegranate
18.35,12.98,44.58,25.44,89.49,6.41,102.09,Pomegranate
37.09,24.77,48.95,20.4,88.23,5.85,107.81,Pomegranate
21.9,14.11,42.88,20.64,88.66,6.73,107.8,Pomegranate
27.84,20.92,40.04,21.68,90.38,5.75,111.23,Pomegranate
23.39,20.45,50.82,23.12,90.09,6.32,111.05,Pomegranate
35.06,16.91,41.03,17.87,90.39,6.46,111.76,Pomegranate
32.69,26.67,41.51,23.49,88.68,6.89,102.03,Pomegranate
31.76,10.08,43.66,22.27,88.7,5.97,110.67,Pomegranate
29.22,17.55,45.21,26.11,92.88,7.08,109.13,Pomegranate
31.25,8.02,41.61,20.66,85.31,5.92,100.07,Pomegranate
29.71,24.09,50.53,22.23,87.59,5.53,100.91,Pomegranate
20.48,15.56,44.2,19.73,90.85,6.38,107.54,Pomegranate
38.55,14.1,47.09,21.48,89.17,6.94,110.8,Pomegranate
22.9,19.09,46.41,21.02,91.46,6.64,114.37,Pomegranate
18.52,19.39,40.46,22.56,85.96,6.67,105.14,Pomegranate
24.49,12.77,42.67,23.4,89.94,6.81,113.74,Pomegranate
31.98,17.21,47.34,20.55,88.74,5.74,110.97,Pomegranate
27.1,20.91,39.82,22.26,88.1,6.43,110.79,Pomegranate
35.93,19.89,36.16,26.74,94.36,6.86,104.68,Pomegranate
29.15,17.28,51.32,21.96,88.04,6.26,111.7,Pomegranate
42.0,27.64,48.79,21.06,81.9,6.65,107.49,Pomegranate
31.05,20.27,38.37,22.48,91.58,6.84,111.05,Pomegranate
34.53,17.95,44.65,21.66,90.27,7.0,109.91,Pomegranate
45.58,31.03,45.4,14.79,93.09,6.23,104.49,Pomegranate
27.01,17.77,48.06,18.77,87.31,6.67,109.84,Pomegranate
34.81,16.06,40.11,20.61,90.6,7.24,99.82,Pomegranate
28.34,13.34,36.74,23.19,91.36,6.72,110.95,Pomegranate
26.4,17.84,55.93,21.07,91.84,6.5,100.57,Pomegranate
14.67,17.11,50.28,22.88,92.29,6.01,113.56,Pomegranate
22.76,21.06,44.95,21.2,93.35,6.15,102.44,Pomegranate
30.15,18.0,61.89,22.68,88.98,5.97,100.45,Pomegranate
22.31,20.57,52.14,23.46,90.57,6.34,108.51,Pomegranate
26.11,28.59,44.05,21.35,84.46,6.4,110.64,Pomegranate
21.99,16.25,48.96,18.92,92.64,6.23,106.04,Pomegranate
21.57,21.89,57.3,22.87,87.84,7.07,106.31,Pomegranate
40.31,24.03,30.28,19.74,92.36,6.58,103.66,Pomegranate
25.25,10.47,44.56,25.37,92.01,7.6,110.81,Pomegranate
37.71,29.87,46.89,21.17,92.58,7.23,105.7,Pomegranate
24.59,20.69,49.16,22.9,86.44,7.46,105.1,Pomegranate
28.01,15.49,58.49,21.92,87.87,6.93,110.38,Pomegranate
28.59,24.2,40.87,20.64,84.97,5.84,114.28,Pomegranate
42.31,20.33,53.31,21.22,89.39,6.53,107.03,Pomegranate
28.39,25.72,45.75,22.75,92.58,6.69,103.86,Pomegranate
19.85,20.74,44.14,21.65,89.96,7.79,102.51,Pomegranate
15.08,21.66,43.12,22.05,91.46,7.14,101.85,Pomegranate
25.82,22.14,48.85,25.34,92.39,6.47,104.16,Pomegranate
25.77,17.04,48.28,21.95,86.69,6.28,110.79,Pomegranate
32.64,22.84,46.91,24.35,90.59,6.31,104.07,Pomegranate
31.87,7.8,44.08,21.14,86.59,6.04,110.54,Pomegranate
31.73,20.51,46.53,21.66,93.11,6.56,102.03,Pomegranate
42.23,21.85,42.05,19.31,90.99,6.44,113.4,Pomegranate
27.41,15.81,49.48,23.12,90.42,6.84,107.36,Pomegranate
106.75,89.78,51.56,27.29,83.38,5.41,120.39,Banana
92.21,78.58,49.9,27.32,82.52,5.74,106.96,Banana
100.66,84.34,49.84,27.62,78.63,5.87,107.15,Banana
112.08,78.76,47.83,28.27,79.92,6.21,98.21,Banana
91.65,79.17,48.08,27.4,78.41,6.19,102.84,Banana
106.13,83.49,50.49,27.47,81.28,5.8,115.5,Banana
103.23,74.3,50.47,26.44,81.66,6.55,99.1,Banana
107.49,71.53,51.13,26.39,78.44,5.72,110.49,Banana
112.55,82.65,47.84,29.49,78.12,5.46,108.44,Banana
96.71,88.68,49.05,28.25,83.5,5.7,100.76,Banana
104.43,92.11,48.35,26.76,81.2,5.86,106.14,Banana
93.36,96.34,46.63,27.1,79.92,6.48,95.06,Banana
119.88,87.23,51.04,26.27,81.43,5.82,114.5,Banana
97.72,81.79,48.61,26.27,81.85,6.13,114.07,Banana
91.65,89.15,56.26,26.94,84.74,5.93,94.71,Banana
102.71,89.05,47.9,26.75,81.48,6.0,109.38,Banana
106.78,85.5,48.92,27.79,77.68,6.32,100.24,Banana
113.47,81.04,50.5,26.88,77.46,5.56,97.09,Banana
102.57,83.82,52.53,26.94,77.8,5.64,108.6,Banana
115.37,90.41,51.77,28.3,84.24,6.08,109.85,Banana
102.59,73.99,48.29,27.49,80.15,6.48,105.61,Banana
113.84,79.78,49.22,25.84,78.14,6.13,105.06,Banana
112.07,83.63,49.12,30.19,79.77,6.29,101.99,Banana
110.32,88.3,50.52,24.56,80.05,6.31,108.96,Banana
108.34,71.74,48.2,28.01,81.03,6.3,103.91,Banana
